Company,Ticker,Patent Number,Date,Title
NOVARTIS,NVS,20220168389,20220602,METHODS OF MAKING CHIMERIC ANTIGEN RECEPTOR-EXPRESSING CELLS
NOVARTIS,NVS,20240116900,20240411,NEW CRYSTALLINE FORMS OF A KRAS G12C INHIBITOR COMPOUND
NOVARTIS,NVS,20240189439,20240613,ANTIBODIES TO PMEL17 AND CONJUGATES THEREOF
VERTEX PHARMACEUTICALS,VRTX,20240342077,20241017,CELL HOUSING DEVICE
NOVARTIS,NVS,20170239294,20170824,COMPOSITIONS AND METHODS FOR TREATING B-LYMPHOID MALIGNANCIES
MODERNA,MRNA,20230330260,20231019,RNA FORMULATIONS
MERCK SHARP,MRK,20240336946,20241010,SOLID-PHASE GLYCAN REMODELING OF GLYCOPROTEINS
NOVAVAX,NVAX,20240024468,20240125,QUIL A FRACTION WITH LOW TOXICITY AND USE THEREOF
SAREPTA THERAPEUTICS,SRPT,20230310625,20231005,Peptide Oligonucleotide Conjugates
TAKEDA PHARMACEUTICAL,TAK,20240191192,20240613,METHOD FOR ACTIVATING T-CELLS
RELAY THERAPEUTICS,RLAY,20230234958,20230727,SHP2 PHOSPHATASE INHIBITORS AND METHODS OF USE THEREOF
BAYER,BAYRY,20240185722,20240606,Methods for Detecting Vulnerable Road Users by Way of a Vehicle
HORIZON THERAPEUTICS,HZNP,20040138282,20040715,AGENTS USEFUL FOR REDUCING AMYLOID PRECURSOR PROTEIN AND TREATING DEMANTIA AND METHODS OF USE THEREOF
HORIZON THERAPEUTICS,HZNP,20090131501,20090521,AGENTS USEFUL FOR REDUCING AMYLOID PRECURSOR PROTEIN AND TREATING DEMENTIA AND METHODS OF USE THEREOF
HORIZON THERAPEUTICS,HZNP,20110021594,20110127,AGENTS USEFUL FOR REDUCING AMYLOID PRECURSOR PROTEIN AND TREATING DEMENTIA AND METHODS OF USE THEREOF
HORIZON THERAPEUTICS,HZNP,20120295946,20121122,AGENTS USEFUL FOR REDUCING AMYLOID PRECURSOR PROTEIN AND TREATING DEMENTIA AND METHODS OF USE THEREOF
HORIZON THERAPEUTICS,HZNP,20130030057,20130131,METHODS AND COMPOSITIONS COMPRISING AT LEAST ONE ALPHA3 BETA4 nAChR ANTAGONIST OR PHARMACEUTICALLY ACCEPTABLE SALT THEREOF
HORIZON THERAPEUTICS,HZNP,20080021078,20080124,Methods and medicaments for administration of ibuprofen
HORIZON THERAPEUTICS,HZNP,20080020040,20080124,Unit dose form for administration of ibuprofen
HORIZON THERAPEUTICS,HZNP,20090264484,20091022,Methods and Medicaments for Administration of Ibuprofen
HORIZON THERAPEUTICS,HZNP,20100062064,20100311,Method for Delivering A Pharmaceutical Composition to Patient in Need Thereof
HORIZON THERAPEUTICS,HZNP,20140017321,20140116,METHODS AND MEDICAMENTS FOR ADMINISTRATION OF IBUPROFEN
HORIZON THERAPEUTICS,HZNP,20140066485,20140306,MEDICAMENTS CONTAINING FAMOTIDINE AND IBUPROFEN AND ADMINISTRATION OF SAME
HORIZON THERAPEUTICS,HZNP,20130236538,20130912,PHARMACEUTICAL COMPOSITIONS OF IBUPROFEN AND FAMOTIDINE
HORIZON THERAPEUTICS,HZNP,20140186439,20140703,STABLE COMPOSITIONS OF FAMOTIDINE AND IBUPROFEN
HORIZON THERAPEUTICS,HZNP,20140322313,20141030,PHARMACEUTICAL COMPOSITIONS OF IBUPROFEN AND AN H2 RECEPTOR ANTAGONIST
HORIZON THERAPEUTICS,HZNP,20130065870,20130314,TREATMENT OF PAIN WITH TOPICAL DICLOFENAC
HORIZON THERAPEUTICS,HZNP,20150011635,20150108,DICLOFENAC TOPICAL FORMULATION
HORIZON THERAPEUTICS,HZNP,20140113970,20140424,DISPENSING SYSTEM
HORIZON THERAPEUTICS,HZNP,20040063784,20040401,TREATMENT OF ABNORMAL INCREASES IN GASTROINTESTINAL MOTILITY WITH (R)-VERAPAMIL
HORIZON THERAPEUTICS,HZNP,20100330179,20101230,Method for Treating a Patient at Risk for Developing an NSAID-associated Ulcer
HORIZON THERAPEUTICS,HZNP,20130011475,20130110,STABLE COMPOSITIONS OF FAMOTIDINE AND IBUPROFEN
HORIZON THERAPEUTICS,HZNP,20130011476,20130110,STABLE COMPOSITIONS OF FAMOTIDINE AND IBUPROFEN
HORIZON THERAPEUTICS,HZNP,20120156292,20120621,STABLE COMPOSITIONS OF FAMOTIDINE AND IBUPROFEN
HORIZON THERAPEUTICS,HZNP,20120156291,20120621,STABLE COMPOSITIONS OF FAMOTIDINE AND IBUPROFEN
HORIZON THERAPEUTICS,HZNP,20080063706,20080313,METHODS AND MEDICAMENTS FOR ADMINISTRATION OF IBUPROFEN
HORIZON THERAPEUTICS,HZNP,20090142393,20090604,STABLE COMPOSITIONS OF FAMOTIDINE AND IBUPROFEN
HORIZON THERAPEUTICS,HZNP,20140018427,20140116,DICLOFENAC TOPICAL FORMULATION
HORIZON THERAPEUTICS,HZNP,20130059915,20130307,TREATMENT OF PAIN WITH TOPICAL DICLOFENAC
HORIZON THERAPEUTICS,HZNP,20130041034,20130214,Treatment of pain with topical diclofenac compounds
HORIZON THERAPEUTICS,HZNP,20120295978,20121122,DICLOFENAC TOPICAL FORMULATION
HORIZON THERAPEUTICS,HZNP,20080300311,20081204,DICLOFENAC TOPICAL FORMULATION
HORIZON THERAPEUTICS,HZNP,20130281530,20131024,METHODS OF THERAPEUTIC MONITORING OF PHENYLACETIC ACID PRODRUGS
HORIZON THERAPEUTICS,HZNP,20130210914,20130815,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20140142186,20140522,METHODS OF ADMINISTERING AND EVALUATING NITROGEN SCAVENGING DRUGS FOR THE TREATMENT OF HEPATIC ENCEPHALOPATHY
HORIZON THERAPEUTICS,HZNP,20150105469,20150416,METHODS OF TREATING UREA CYCLE DISORDERS
HORIZON THERAPEUTICS,HZNP,20100008859,20100114,METHODS OF TREATMENT USING AMMONIA-SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20130085179,20130404,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
SAGE THERAPEUTICS,SAGE,20220098231,20220331,COMPOSITIONS AND METHODS FOR TREATING CNS DISORDERS
SAGE THERAPEUTICS,SAGE,20240092824,20240321,COMPOSITIONS AND METHODS FOR TREATING CNS DISORDERS
HORIZON THERAPEUTICS,HZNP,20180263938,20180920,METHODS OF THERAPEUTIC MONITORING OF PHENYLACETIC ACID PRODRUGS
HORIZON THERAPEUTICS,HZNP,20190077756,20190314,FUCOSIDASE INHIBITORS
HORIZON THERAPEUTICS,HZNP,20180085462,20180329,TOPICAL USE OF LEVOFLOXACIN FOR REDUCING LUNG INFLAMMATION
HORIZON THERAPEUTICS,HZNP,20180338928,20181129,METHODS OF TREATING NON-ALCOHOLIC STEATOHEPATITIS (NASH) USING CYSTEAMINE COMPOUNDS
HORIZON THERAPEUTICS,HZNP,20190111008,20190418,METHODS FOR STORING CYSTEAMINE FORMULATIONS AND RELATED METHODS OF TREATMENT
HORIZON THERAPEUTICS,HZNP,20180085376,20180329,USE OF AEROSOLIZED LEVOFLOXACIN FOR TREATING CYSTIC FIBROSIS
HORIZON THERAPEUTICS,HZNP,20180104252,20180419,AEROSOL FLUOROQUINOLONE FORMULATIONS FOR IMPROVED PHARMACOKINETICS
HORIZON THERAPEUTICS,HZNP,20210121472,20210429,AEROSOL FLUOROQUINOLONE FORMULATIONS FOR IMPROVED PHARMACOKINETICS
HORIZON THERAPEUTICS,HZNP,20200261381,20200820,METHODS FOR STORING CYSTEAMINE FORMULATIONS AND RELATED METHODS OF TREATMENT
HORIZON THERAPEUTICS,HZNP,20200000817,20200102,USE OF AEROSOLIZED LEVOFLOXACIN FOR TREATING CYSTIC FIBROSIS
HORIZON THERAPEUTICS,HZNP,20190298665,20191003,"DELAYED RELEASE CYSTEAMINE BEAD FORMULATION, AND METHODS OF MAKING AND USING SAME"
HORIZON THERAPEUTICS,HZNP,20190381057,20191219,AEROSOLIZED FLUOROQUINOLONES AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20190225696,20190725,METHODS FOR THE TREATMENT OF THYROID EYE DISEASE
HORIZON THERAPEUTICS,HZNP,20190270820,20190905,METHODS FOR THE TREATMENT OF THYROID EYE DISEASE
HORIZON THERAPEUTICS,HZNP,20210000784,20210107,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20200002266,20200102,PROCEDURE FOR THE PREPARATION OF 4-PHENYL BUTYRATE AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20190076383,20190314,METHODS FOR TREATING UREA CYCLE DISORDERS
HORIZON THERAPEUTICS,HZNP,20210000781,20210107,METHODS FOR TREATING UREA CYCLE DISORDERS
HORIZON THERAPEUTICS,HZNP,20190321371,20191024,AEROSOL FLUOROQUINOLONE FORMULATIONS FOR IMPROVED PHARMACOKINETICS
HORIZON THERAPEUTICS,HZNP,20190358179,20191128,METHODS FOR STORING CYSTEAMINE FORMULATIONS AND RELATED METHODS OF TREATMENT
HORIZON THERAPEUTICS,HZNP,20190125713,20190502,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20190076386,20190314,TREATMENT OF UREA CYCLE DISORDERS IN NEONATES AND INFANTS
SAGE THERAPEUTICS,SAGE,20220323462,20221013,"19-NOR C3,3-DISUBSTITUTED C21-N-PYRAZOLYL STEROID AND METHODS OF USE THEREOF"
SAGE THERAPEUTICS,SAGE,20200113917,20200416,"19-NOR C3,3-DISUBSTITUTED C21-N-PYRAZOLYL STEROID AND METHODS OF USE THEREOF"
HORIZON THERAPEUTICS,HZNP,20180312572,20181101,NUCLEIC ACIDS ENCODING A Tn3 SCAFFOLD COMPRISING A CD40L-SPECIFIC MONOMER SUBUNIT
HORIZON THERAPEUTICS,HZNP,20200002415,20200102,BINDING MOLECULES SPECIFIC FOR FCGAMMA RIIA AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20200339673,20201029,ILT7 BINDING MOLECULES AND METHODS OF USING THE SAME
HORIZON THERAPEUTICS,HZNP,20210061906,20210304,"HUMANIZED ANTI-CD19 ANTIBODIES AND THEIR USE IN TREATMENT OF ONCOLOGY, TRANSPLANTATION AND AUTOIMMUNE DISEASE"
HORIZON THERAPEUTICS,HZNP,20210002360,20210107,ANTIBODIES TO FELINE MCDONOUGH SARCOMA (FMS)-LIKE TYROSINE KINASE 3 RECEPTOR LIGAND (FLT3L) AND USES THEREOF FOR TREATING AUTOIMMUNE AND INFLAMMATORY DISEASES
HORIZON THERAPEUTICS,HZNP,20210015811,20210121,METHODS OF TREATING A PULMONARY BACTERIAL INFECTION USING FLUOROQUINOLONES
HORIZON THERAPEUTICS,HZNP,20210228589,20210729,USE OF AEROSOLIZED LEVOFLOXACIN FOR TREATING CYSTIC FIBROSIS
HORIZON THERAPEUTICS,HZNP,20200056160,20200220,PURIFICATION OF PROTEINS WITH CATIONIC SURFACTANT
HORIZON THERAPEUTICS,HZNP,20210079362,20210318,VARIANT FORMS OF URATE OXIDASE AND USE THEREOF
HORIZON THERAPEUTICS,HZNP,20210181187,20210617,METHODS AND KITS FOR PREDICTING INFUSION REACTION RISK AND ANTIBODY-MEDIATED LOSS OF RESPONSE BY MONITORING SERUM URIC ACID DURING PEGYLATED URICASE THERAPY
HORIZON THERAPEUTICS,HZNP,20150098955,20150409,CD40L-SPECIFIC TN3-DERIVED SCAFFOLDS AND METHODS OF USE THEREOF
HORIZON THERAPEUTICS,HZNP,20160145335,20160526,"HUMANIZED ANTI-CD19 ANTIBODIES AND THEIR USE IN TREATMENT OF ONCOLOGY, TRANSPLANTATION AND AUTOIMMUNE DISEASE"
HORIZON THERAPEUTICS,HZNP,20130115657,20130509,HUMANIZED ANTI-CD19 ANTIBODIES
HORIZON THERAPEUTICS,HZNP,20080138336,20080612,"HUMANIZED ANTI-CD19 ANTIBODIES AND THEIR USE IN TREATMENT OF ONCOLOGY, TRANSPLANTATION AND AUTOIMMUNE DISEASE"
HORIZON THERAPEUTICS,HZNP,20190317083,20191017,METHODS AND KITS FOR PREDICTING INFUSION REACTION RISK AND ANTIBODY-MEDIATED LOSS OF RESPONSE BY MONITORING SERUM URIC ACID DURING PEGYLATED URICASE THERAPY
HORIZON THERAPEUTICS,HZNP,20190316097,20191017,VARIANT FORMS OF URATE OXIDASE AND USE THEREOF
HORIZON THERAPEUTICS,HZNP,20220204617,20220630,USE OF AN ANTI-CD19 ANTIBODY TO TREAT AUTOIMMUNE DISEASE
HORIZON THERAPEUTICS,HZNP,20210340200,20211104,CD40L ANTAGONIST AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20170313994,20171102,VARIANT FORMS OF URATE OXIDASE AND USE THEREOF
HORIZON THERAPEUTICS,HZNP,20170166873,20170615,PURIFICATION OF PROTEINS WITH CATIONIC SURFACTANT
HORIZON THERAPEUTICS,HZNP,20180188242,20180705,METHODS AND KITS FOR PREDICTING INFUSION REACTION RISK AND ANTIBODY-MEDIATED LOSS OF RESPONSE BY MONITORING SERUM URIC ACID DURING PEGYLATED URICASE THERAPY
HORIZON THERAPEUTICS,HZNP,20180223263,20180809,AGGREGATE-FREE URATE OXIDASE FOR PREPARATION OF NON-IMMUNOGENIC POLYMER CONJUGATES
HORIZON THERAPEUTICS,HZNP,20170021019,20170126,COMBINATION OF IMMUNOMODULATORY AGENT WITH PD-1 or PD-L1 CHECKPOINT INHIBITORS IN THE TREATMENT OF CANCER
HORIZON THERAPEUTICS,HZNP,20170087113,20170330,METHODS FOR TREATING UREA CYCLE DISORDERS TO PREVENT HYPERAMMONEMIC CRISES BY CONTROLLING BLOOD AMMONIA LEVELS
HORIZON THERAPEUTICS,HZNP,20160354025,20161208,"METHODS OF DIAGNOSING, GRADING, MONITORING, AND TREATING HEPATIC ENCEPHALOPATHY"
HORIZON THERAPEUTICS,HZNP,20180263949,20180920,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20170266143,20170921,METHODS OF THERAPEUTIC MONITORING OF PHENYLACETIC ACID PRODRUGS
HORIZON THERAPEUTICS,HZNP,20180015058,20180118,METHODS OF THERAPEUTIC MONITORING OF PHENYLACETIC ACID PRODRUGS
HORIZON THERAPEUTICS,HZNP,20170354632,20171214,METHODS OF TREATING UREA CYCLE DISORDERS
HORIZON THERAPEUTICS,HZNP,20170362160,20171221,PROCEDURE FOR THE PREPARATION OF 4-PHENYL BUTYRATE AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20170348269,20171207,TREATMENT OF UREA CYCLE DISORDERS IN NEONATES AND INFANTS
HORIZON THERAPEUTICS,HZNP,20180235920,20180823,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20180221327,20180809,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20180221326,20180809,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20170354631,20171214,METHODS OF TREATING UREA CYCLE DISORDERS
HORIZON THERAPEUTICS,HZNP,20180015065,20180118,METHODS OF TREATING UREA CYCLE DISORDERS
HORIZON THERAPEUTICS,HZNP,20180021292,20180125,METHODS OF TREATING UREA CYCLE DISORDERS
HORIZON THERAPEUTICS,HZNP,20170321193,20171109,VARIANT FORMS OF URATE OXIDASE AND USE THEREOF
HORIZON THERAPEUTICS,HZNP,20150141388,20150521,DELAYED-RELEASE GLUCOCORTICOID TREATMENT OF RHEUMATOID DISEASE
HORIZON THERAPEUTICS,HZNP,20140065214,20140306,DELAYED-RELEASE GLUCOCORTICOID TREATMENT OF RHEUMATOID DISEASE
HORIZON THERAPEUTICS,HZNP,20180221324,20180809,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20160081969,20160324,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20180021291,20180125,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20180055807,20180301,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20170342018,20171130,PROCEDURE FOR THE PREPARATION OF 4-PHENYL BUTYRATE AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20180221325,20180809,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20180015064,20180118,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
HORIZON THERAPEUTICS,HZNP,20150335605,20151126,METHODS OF THERAPEUTIC MONITORING OF NITROGEN SCAVENGING DRUGS
AMGEN,AMGN,20230357753,20231109,Methods and Systems for Determining a Minimum Number of Cell Line Clones Necessary to Produce a Product Having a Set of Target Product Attributes
BIOMARIN PHARMACEUTICAL,BMRN,20230407328,20231221,PROCESS FOR ENRICHING ADENO-ASSOCIATED VIRUS
JOHNSON &,JNJ,20240033416,20240201,Systems and Methods for Proportional Pressure and Vacuum Control in Surgical System
GILEAD SCIENCES,GILD,20230212149,20230706,TRIAZOLE CARBAMATE PYRIDYL SULFONAMIDES AS LPA RECEPTOR ANTAGONISTS AND USES THEREOF
BAYER,BAYRY,20240200713,20240620,"Fuel Line Comprising Insulation, and Pressure Vessel System"
INCYTE,INCY,20240024328,20240125,RUXOLITINIB FOR THE TREATMENT OF PRURIGO NODULARIS
HORIZON THERAPEUTICS,HZNP,20240109970,20240404,METHODS FOR TREATING INACTIVE THYROID EYE DISEASE
ULTRAGENYX,RARE,20240115683,20240411,"METHODS FOR INCREASING SERUM CONCENTRATION OF PHOSPHOROUS AND/OR 1,25-HYDROXY VITAMIN D"
EXELIXIS,EXEL,20230398108,20231214,Pharmaceutical Compositions of a Kinase Inhibitor
TAKEDA PHARMACEUTICAL,TAK,20230117565,20230420,BISPECIFIC ANTIBODIES AGAINST PLASMA KALLIKREIN AND FACTOR XII
ZOETIS,ZTS,20190290474,20190926,DRUG RELEASE DEVICE AND USE
AMGEN,AMGN,20240194301,20240613,SYSTEMS AND METHODS TO EVALUATE INACTIVATION KINETICS OF A BIOLOGICAL INDICATOR
JOHNSON &,JNJ,20240108278,20240404,COOPERATIVE LONGITUDINAL SKIN CARE MONITORING
BAYER,BAYRY,20240183420,20240606,Axle Support Bearing for a Motor Vehicle Axle Driven in Particular by Means of an Electric Motor
BAYER,BAYRY,20240166616,20240523,PROCESS FOR PREPARING ALKYL-4-OXOTETRAHYDROFURAN-2-CARBOXYLATE
BRISTOL-MYERS,BMY,20240050564,20240215,COMBINATION THERAPY USING AN ANTI-FUCOSYL-GM1 ANTIBODY
BAYER,BAYRY,20240190515,20240613,Vehicle Cockpit for a Motor Vehicle
REGENERON,REGN,20240024420,20240125,"Extended, High Dose VEGF Antagonist Regimens for Treatment of Angiogenic Eye Disorders"
SANOFI,SNY,20230172887,20230608,"EFLORNITHINE AND SULINDAC, FIXED DOSE COMBINATION FORMULATION"
AMGEN,AMGN,20230272331,20230831,Predictive Modeling and Control of Cell Culture
REGENERON,REGN,20210139573,20210513,DOSING REGIMENS FOR TREATING OR PREVENTING C5-ASSOCIATED DISEASES
ELI LILLY,LLY,20240209055,20240627,PROTEIN TYROSINE-TYROSINE ANALOGS AND METHODS OF USING THE SAME
NOVARTIS,NVS,20240182456,20240606,"2-((4-((S)-2-(4-CHLORO-2-FLUOROPHENYL)-2-METHYLBENZO[D][1,3]DIOXOL-4-YL)PIPERIDIN-1-YL)METHYL)-1-(((S)-OXETAN-2-YL)METHYL)-1H-IMIDAZOLE DERIVATIVES AS ACTIVATORS OF THE GLP1 RECEPTOR FOR THE TREATMENT OF OBESITY"
HORIZON THERAPEUTICS,HZNP,20160024172,20160128,Compositions Comprising Receptor-Associated Protein (RAP) Variants Specific for CR-Containing Proteins and Uses Thereof
HORIZON THERAPEUTICS,HZNP,20110189084,20110804,Method for Treating Liver Disorders with Receptor Associated Protein (RAP) Peptide-Fucosidase Inhibitor Conjugates
HORIZON THERAPEUTICS,HZNP,20160243082,20160825,4-Methylpyrazole Formulations for Inhibiting Ethanol Intolerance
HORIZON THERAPEUTICS,HZNP,20120252857,20121004,GENOTYPE SPECIFIC METHODS FOR TREATING HUMAN SUBJECTS USING 4-METHYLPYRAZOLE
HORIZON THERAPEUTICS,HZNP,20170007578,20170112,Genotype Specific Methods for Treating Human Subjects Using 4-Methylpyrazole
HORIZON THERAPEUTICS,HZNP,20160151332,20160602,4-Methylpyrazole Formulations
HORIZON THERAPEUTICS,HZNP,20150125526,20150507,Use of Cysteamine and Derivatives Thereof to Treat Mitochondrial Diseases
HORIZON THERAPEUTICS,HZNP,20160243117,20160825,Host Defense Protein (HDP) Mimetics For Prophylaxis And/Or Treatment Of Inflammatory Diseases Of The Gastrointestinal Tract
HORIZON THERAPEUTICS,HZNP,20160331704,20161117,"Delayed Release Cysteamine Bead Formulation, and Methods of Making and Using Same"
HORIZON THERAPEUTICS,HZNP,20160341706,20161124,Methods for Analyzing Cysteamine Compositions
HORIZON THERAPEUTICS,HZNP,20160128954,20160512,Methods of Treating Huntington's Disease Using Cysteamine Compositions
HORIZON THERAPEUTICS,HZNP,20170002004,20170105,ADO-RESISTANT CYSTEAMINE ANALOGS AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20170029376,20170202,FUCOSIDASE INHIBITORS
HORIZON THERAPEUTICS,HZNP,20170135968,20170518,METHODS FOR STORING CYSTEAMINE FORMULATIONS AND RELATED METHODS OF TREATMENT
HORIZON THERAPEUTICS,HZNP,20120276153,20121101,USE OF AEROSOLIZED LEVOFLOXACIN FOR TREATING CYSTIC FIBROSIS
HORIZON THERAPEUTICS,HZNP,20140066441,20140306,AEROSOLIZED FLUOROQUINOLONES AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20160279138,20160929,AEROSOLIZED FLUOROQUINOLONES AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20140105985,20140417,TOPICAL USE OF LEVOFLOXACIN FOR REDUCING LUNG INFLAMMATION
HORIZON THERAPEUTICS,HZNP,20160287606,20161006,AEROSOL FLUOROQUINOLONE FORMULATIONS FOR IMPROVED PHARMACOKINETICS
HORIZON THERAPEUTICS,HZNP,20070167365,20070719,COMPOSITIONS FOR MODULATING BLOOD-BRAIN BARRIER TRANSPORT
HORIZON THERAPEUTICS,HZNP,20100183581,20100722,COMPOSITIONS AND METHODS FOR MODULATING BLOOD-BRAIN BARRIER TRANSPORT
HORIZON THERAPEUTICS,HZNP,20060029609,20060209,METHODS OF INCREASING DELIVERY OF ACTIVE AGENTS TO BRAIN COMPRISING ADMINISTERING RECEPTOR ASSOCIATED PROTEIN (RAP) FRAGMENTS CONJUGATED TO ACTIVE AGENTS
HORIZON THERAPEUTICS,HZNP,20050042227,20050224,METHODS OF INCREASING DELIVERY OF ACTIVE AGENTS TO BRAIN COMPRISING ADMINISTERING RECEPTOR ASSOCIATED PROTEIN (RAP) FRAGMENTS CONJUGATED TO ACTIVE AGENTS
HORIZON THERAPEUTICS,HZNP,20100028370,20100204,RECEPTOR ASSOCIATED PROTEIN (RAP) CONJUGATES
HORIZON THERAPEUTICS,HZNP,20110142763,20110616,Megalin-Based Delivery of Therapeutic Compounds to the Brain and Other Tissues
HORIZON THERAPEUTICS,HZNP,20090269346,20091029,COMPOSITIONS COMPRISING RECEPTOR-ASSOCIATED PROTEIN (RAP) VARIANTS SPECIFIC FOR LRP2 AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20090281024,20091112,Compositions Comprising Receptor-Associated Protein (RAP) Variants Specific for CR-Containing Proteins and Uses Thereof
HORIZON THERAPEUTICS,HZNP,20120251444,20121004,TREATMENT OF LIVER DISORDERS BY ADMINISTRATION OF RAP CONJUGATES
HORIZON THERAPEUTICS,HZNP,20100210517,20100819,CYCLIC RECEPTOR-ASSOCIATED PROTEIN (RAP) PEPTIDES
HORIZON THERAPEUTICS,HZNP,20140155450,20140605,4-Methylpyrazole Formulations for Inhibiting Ethanol Intolerance
HORIZON THERAPEUTICS,HZNP,20110065659,20110317,PROTOPANAXADIOL-TYPE GINSENOSIDE COMPOSITIONS AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20120244217,20120927,4-METHYLPYRAZOLE FORMULATIONS
HORIZON THERAPEUTICS,HZNP,20140370085,20141218,"Delayed Release Cysteamine Bead Formulation, and Methods of Making and Using Same"
HORIZON THERAPEUTICS,HZNP,20150290139,20151015,"DELAYED RELEASE CYSTEAMINE BEAD FORMULATION, AND METHODS OF MAKING AND USING SAME"
HORIZON THERAPEUTICS,HZNP,20150056712,20150226,METHODS FOR ANALYZING CYSTEAMINE COMPOSITIONS
HORIZON THERAPEUTICS,HZNP,20060276483,20061207,AEROSOLIZED FLUOROQUINOLONES AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20100040560,20100218,AEROSOLIZED FLUOROQUINOLONES AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20100166673,20100701,AEROSOLIZED FLUOROQUINOLONES AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20100037890,20100218,AEROSOLIZED FLUOROQUINOLONES AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20100158957,20100624,AEROSOLIZED FLUOROQUINOLONES AND USES THEREOF
HORIZON THERAPEUTICS,HZNP,20100087386,20100408,TOPICAL USE OF LEVOFLOXACIN FOR REDUCING LUNG INFLAMMATION
HORIZON THERAPEUTICS,HZNP,20100087416,20100408,AEROSOL FLUOROQUINOLONE FORMULATIONS FOR IMPROVED PHARMACOKINETICS
HORIZON THERAPEUTICS,HZNP,20140329810,20141106,AEROSOL FLUOROQUINOLONE FORMULATIONS FOR IMPROVED PHARMACOKINETICS
HORIZON THERAPEUTICS,HZNP,20100323423,20101223,PEG-URATE OXIDASE CONJUGATES AND USE THEREOF
HORIZON THERAPEUTICS,HZNP,20120149083,20120614,PEG-Urate Oxidase Conjugates and Use Thereof
HORIZON THERAPEUTICS,HZNP,20160160188,20160609,PEG-URATE OXIDASE CONJUGATES AND USE THEREOF
HORIZON THERAPEUTICS,HZNP,20050014240,20050120,Conjugates prepared with aggregate-free proteins
HORIZON THERAPEUTICS,HZNP,20140363414,20141211,Aggregate-Free Urate Oxidase For Preparation of Non-Immunogenic Polymer Conjugates
HORIZON THERAPEUTICS,HZNP,20060188971,20060824,Urate oxidase
HORIZON THERAPEUTICS,HZNP,20150197732,20150716,VARIANT FORMS OF URATE OXIDASE AND USE THEREOF
HORIZON THERAPEUTICS,HZNP,20090317889,20091224,Purification of Proteins With Cationic Surfactant
HORIZON THERAPEUTICS,HZNP,20120301454,20121129,METHODS AND KITS FOR PREDICTING INFUSION REACTION RISK AND ANTIBODY-MEDIATED LOSS OF RESPONSE BY MONITORING SERUM URIC ACID DURING PEGYLATED URICASE THERAPY
HORIZON THERAPEUTICS,HZNP,20080159976,20080703,Methods for lowering elevated uric acid levels using intravenous injections of PEG-uricase
HORIZON THERAPEUTICS,HZNP,20030166249,20030904,PEG-URATE OXIDASE CONJUGATES AND USE THEREOF
HORIZON THERAPEUTICS,HZNP,20080031864,20080207,PEG-URATE OXIDASE CONJUGATES AND USE THEREOF
HORIZON THERAPEUTICS,HZNP,20100323422,20101223,PEG-URATE OXIDASE CONJUGATES AND USE THEREOF
